,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
38902,0.966,0.916,0.155,0.995,0.932,0.203,0.795,0.221,0.985,0.962
22277,0.343,0.6869999999999999,0.008,0.602,0.632,0.246,0.719,0.291,0.631,0.393
5919,0.602,0.723,0.023,0.341,0.954,0.077,0.496,0.47,0.933,0.544
3061,0.951,0.255,0.716,0.202,0.779,0.693,0.988,0.601,0.291,0.646
17540,0.249,0.497,0.342,0.283,0.055,0.502,0.862,0.954,0.178,0.419
7350,0.962,0.5488,0.288,0.615,0.704,0.768,0.846,0.568,0.404,0.114
31032,0.48,0.97,0.427,0.618,0.024,0.728,0.548,0.52,0.874,0.602
4691,0.933,0.055,0.826,0.204,0.157,0.38,0.216,0.598,0.829,0.664
28659,0.266,0.983,0.741,0.703,0.823,0.244,0.659,0.514,0.644,0.602
21838,0.873,0.373,0.76,0.843,0.043,0.039,0.406,0.228,0.697,0.773
39805,0.237,0.158,0.938,0.068,0.843,0.419,0.035,0.281,0.008,0.301
2919,0.928,0.421,0.465,0.12,0.874,0.655,0.645,0.274,0.444,0.012
17068,0.504,0.376,0.37,0.43,0.938,0.479,0.167,0.28,0.655,0.43
39117,0.049,0.874,0.476,0.408,0.763,0.815,0.187,0.444,0.426,0.586
31197,0.88,0.896,0.712,0.7,0.001,0.469,0.209,0.193,0.447,0.524
1693,0.421,0.496,0.278,0.176,0.194,0.956,0.365,0.473,0.034,0.343
22735,0.988,0.963,0.369,0.45,0.04,0.71,0.43,0.791,0.532,0.059
14554,0.725,0.99,0.343,0.88,0.119,0.927,0.993,0.175,0.481,0.413
35082,0.694,0.518,0.115,0.142,0.677,0.023,0.757,0.06,0.155,0.201
32168,0.376,0.198,0.176,0.781,0.901,0.525,0.467,0.443,0.865,0.422
35272,0.716,0.5858,0.357,0.602,0.627,0.062,0.726,0.055,0.623,0.344
33382,0.078,0.32880000000000004,0.511,0.802,0.702,0.122,0.688,0.013,0.212,0.132
12648,0.475,0.447,0.686,0.045,0.902,0.626,0.189,0.503,0.155,0.207
21021,0.609,0.32619999999999993,0.632,0.675,0.424,0.927,0.64,0.44,0.342,0.772
8878,0.543,0.5327999999999999,0.873,0.594,0.46,0.786,0.564,0.566,0.306,0.943
2964,0.246,0.28080000000000005,0.319,0.683,0.256,0.133,0.827,0.247,0.977,0.789
22646,0.002,0.231,0.409,0.876,0.812,0.017,0.068,0.416,0.699,0.558
2846,0.912,0.986,0.226,0.846,0.168,0.476,0.367,0.082,0.498,0.702
3755,0.476,0.042,0.003,0.27,0.779,0.373,0.325,0.201,0.894,0.869
7057,0.299,0.404,0.9,0.899,0.815,0.759,0.297,0.261,0.926,0.419
17388,0.638,0.6220000000000001,0.025,0.999,0.337,0.452,0.741,0.403,0.95,0.387
35776,0.264,0.027,0.924,0.219,0.106,0.474,0.88,0.031,0.563,0.068
23139,0.695,0.666,0.085,0.689,0.982,0.033,0.79,0.309,0.279,0.411
29738,0.757,0.438,0.444,0.34,0.073,0.467,0.999,0.16,0.496,0.18
22354,0.753,0.809,0.048,0.754,0.161,0.381,0.545,0.808,0.167,0.993
13645,0.894,0.751,0.289,0.57,0.815,0.139,0.146,0.883,0.682,0.069
5230,0.125,0.45359999999999995,0.367,0.966,0.372,0.169,0.002,0.962,0.295,0.226
35852,0.846,0.329,0.381,0.895,0.674,0.128,0.655,0.821,0.609,0.87
20405,0.658,0.507,0.382,0.602,0.866,0.571,0.555,0.6,0.938,0.216
26888,0.948,0.21100000000000002,0.368,0.78,0.659,0.886,0.55,0.711,0.003,0.208
28518,0.874,0.73,0.622,0.423,0.017,0.511,0.022,0.61,0.836,0.688
22863,0.637,0.5326,0.756,0.909,0.425,0.709,0.806,0.321,0.41,0.745
31687,0.311,0.4144,0.285,0.336,0.715,0.393,0.799,0.858,0.888,0.746
25061,0.311,0.3181999999999999,0.766,0.306,0.376,0.425,0.372,0.733,0.24,0.001
28323,0.764,0.4537999999999999,0.532,0.945,0.329,0.787,0.116,0.862,0.985,0.526
27175,0.921,0.564,0.535,0.629,0.814,0.221,0.817,0.311,0.081,0.921
32466,0.775,0.611,0.9,0.038,0.261,0.728,0.944,0.404,0.449,0.44
37869,0.981,0.7534,0.538,0.569,0.385,0.397,0.725,0.389,0.824,0.206
32798,0.638,0.866,0.227,0.489,0.928,0.68,0.326,0.929,0.091,0.2
16754,0.74,0.7,0.228,0.305,0.97,0.266,0.958,0.647,0.962,0.798
9495,0.57,0.6106,0.622,0.815,0.556,0.899,0.922,0.487,0.631,0.518
7593,0.755,0.7260000000000001,0.925,0.634,0.224,0.328,0.983,0.762,0.524,0.577
18866,0.629,0.829,0.63,0.11,0.042,0.76,0.153,0.322,0.497,0.834
9893,0.366,0.6576000000000001,0.002,0.946,0.482,0.166,0.794,0.484,0.789,0.604
7082,0.036,0.6819999999999999,0.89,0.416,0.366,0.368,0.092,0.753,0.914,0.063
1373,0.192,0.6712,0.37,0.322,0.304,0.61,0.106,0.399,0.533,0.309
38632,0.669,0.3182,0.724,0.59,0.499,0.823,0.276,0.567,0.573,0.205
11521,0.491,0.4912000000000001,0.102,0.359,0.42,0.831,0.288,0.044,0.868,0.357
40195,0.189,0.6932,0.548,0.114,0.271,0.047,0.073,0.187,0.408,0.059
30520,0.29,0.486,0.076,0.354,0.038,0.235,0.928,0.437,0.913,0.875
24311,0.309,0.45299999999999996,0.404,0.044,0.511,0.502,0.899,0.221,0.042,0.383
426,0.764,0.551,0.145,0.512,0.107,0.93,0.965,0.266,0.741,0.133
19435,0.919,0.592,0.252,0.498,0.932,0.353,0.168,0.515,0.563,0.398
31243,0.701,0.5604000000000001,0.598,0.293,0.304,0.826,0.077,0.446,0.917,0.091
13755,0.568,0.6714,0.854,0.642,0.605,0.363,0.045,0.123,0.923,0.735
30340,0.032,0.5359999999999999,0.528,0.424,0.385,0.407,0.757,0.363,0.234,0.672
40251,0.24,0.093,0.759,0.29,0.046,0.037,0.79,0.76,0.913,0.143
152,0.771,0.39880000000000004,0.388,0.044,0.637,0.098,0.722,0.182,0.826,0.29
339,0.058,0.6898,0.917,0.584,0.344,0.517,0.324,0.683,0.867,0.747
19864,0.652,0.4636,0.031,0.583,0.356,0.647,0.63,0.644,0.196,0.776
34910,0.046,0.227,0.799,0.929,0.922,0.316,0.664,0.019,0.687,0.476
32361,0.32,0.105,0.972,0.578,0.86,0.821,0.231,0.427,0.552,0.552
33566,0.828,0.4122,0.991,0.396,0.267,0.892,0.008,0.309,0.262,0.123
723,0.448,0.504,0.587,0.784,0.755,0.877,0.005,0.773,0.458,0.364
40452,0.666,0.568,0.32,0.301,0.835,0.866,0.482,0.116,0.835,0.541
8833,0.883,0.896,0.897,0.887,0.739,0.121,0.798,0.671,0.072,0.758
9412,0.019,0.5176000000000001,0.674,0.355,0.427,0.105,0.314,0.682,0.773,0.939
26965,0.781,0.525,0.065,0.877,0.854,0.912,0.569,0.511,0.287,0.374
19896,0.507,0.631,0.948,0.945,0.889,0.311,0.509,0.387,0.499,0.986
19481,0.822,0.362,0.84,0.212,0.943,0.216,0.881,0.795,0.882,0.845
10978,0.327,0.096,0.126,0.993,0.014,0.605,0.907,0.292,0.537,0.085
3649,0.17,0.086,0.891,0.528,0.126,0.025,0.623,0.859,0.569,0.795
29681,0.703,0.6841999999999999,0.93,0.456,0.549,0.514,0.693,0.541,0.264,0.558
23775,0.639,0.3638,0.721,0.306,0.514,0.805,0.069,0.642,0.056,0.904
1858,0.256,0.38739999999999997,0.69,0.248,0.608,0.242,0.13,0.622,0.184,0.155
19343,0.359,0.877,0.476,0.508,0.092,0.515,0.973,0.64,0.793,0.423
36398,0.843,0.638,0.455,0.044,0.841,0.284,0.142,0.873,0.672,0.767
129,0.556,0.7245999999999999,0.542,0.235,0.234,0.31,0.18,0.849,0.985,0.412
3663,0.957,0.174,0.152,0.48,0.015,0.388,0.476,0.654,0.578,0.285
26291,0.272,0.6418,0.179,0.373,0.591,0.677,0.242,0.251,0.928,0.616
5350,0.926,0.2354,0.463,0.566,0.405,0.936,0.817,0.391,0.274,0.973
30464,0.118,0.4678,0.829,0.567,0.322,0.612,0.518,0.621,0.218,0.103
24984,0.644,0.5852,0.981,0.888,0.287,0.482,0.059,0.685,0.108,0.353
4789,0.818,0.6714,0.417,0.747,0.322,0.089,0.067,0.749,0.137,0.526
3194,0.796,0.151,0.573,0.958,0.105,0.975,0.584,0.848,0.054,0.918
11509,0.968,0.487,0.758,0.552,0.934,0.766,0.733,0.394,0.407,0.21
15506,0.52,0.37940000000000007,0.917,0.582,0.421,0.576,0.953,0.962,0.594,0.971
29862,0.343,0.49960000000000004,0.722,0.542,0.711,0.013,0.564,0.436,0.334,0.641
17169,0.719,0.6095999999999999,0.341,0.184,0.637,0.093,0.577,0.081,0.247,0.258
30240,0.975,0.928,0.764,0.226,0.999,0.66,0.157,0.394,0.166,0.606
36017,0.41,0.302,0.247,0.835,0.082,0.007,0.036,0.111,0.326,0.744
36822,0.314,0.4378,0.431,0.171,0.413,0.535,0.102,0.705,0.127,0.487
13149,0.707,0.4152,0.532,0.04,0.561,0.594,0.917,0.721,0.595,0.808
21144,0.178,0.426,0.242,0.494,0.902,0.538,0.111,0.571,0.957,0.283
1235,0.266,0.604,0.587,0.145,0.168,0.279,0.543,0.585,0.843,0.111
3403,0.039,0.214,0.717,0.928,0.925,0.4,0.874,0.44,0.765,0.195
34370,0.617,0.5354,0.113,0.366,0.597,0.603,0.903,0.045,0.183,0.681
16665,0.322,0.283,0.495,0.43,0.904,0.263,0.651,0.068,0.609,0.357
19653,0.217,0.6426000000000001,0.577,0.661,0.684,0.696,0.62,0.283,0.332,0.259
2502,0.457,0.16,0.549,0.472,0.89,0.736,0.64,0.011,0.454,0.787
1653,0.453,0.32239999999999996,0.898,0.06,0.565,0.538,0.478,0.245,0.295,0.846
38759,0.172,0.226,0.902,0.697,0.108,0.178,0.378,0.569,0.424,0.76
30360,0.891,0.2222,0.036,0.09,0.553,0.811,0.832,0.67,0.325,0.4
5022,0.877,0.137,0.947,0.158,0.082,0.859,0.265,0.081,0.335,0.887
31640,0.471,0.09,0.751,0.884,0.213,0.897,0.586,0.928,0.482,0.253
5242,0.242,0.6776,0.773,0.003,0.408,0.149,0.183,0.316,0.355,0.134
38659,0.935,0.6456,0.687,0.72,0.47,0.074,0.072,0.924,0.657,0.293
9818,0.777,0.674,0.455,0.966,0.854,0.251,0.79,0.897,0.333,0.722
9820,0.268,0.405,0.85,0.806,0.829,0.227,0.803,0.926,0.044,0.163
40535,0.624,0.356,0.451,0.336,0.74,0.95,0.378,0.047,0.769,0.715
28872,0.218,0.5096,0.448,0.615,0.359,0.824,0.432,0.965,0.38,0.953
38726,0.337,0.5416,0.327,0.083,0.457,0.918,0.112,0.876,0.078,0.153
22670,0.765,0.3666,0.709,0.716,0.311,0.567,0.561,0.239,0.394,0.78
16992,0.843,0.47240000000000004,0.566,0.498,0.344,0.865,0.481,0.162,0.593,0.992
20861,0.049,0.5027999999999999,0.544,0.017,0.281,0.744,0.701,0.822,0.888,0.414
675,0.279,0.9,0.797,0.924,0.907,0.157,0.802,0.524,0.008,0.29
19,0.744,0.291,0.866,0.051,0.96,0.384,0.179,0.705,0.806,0.637
29950,0.722,0.5826,0.621,0.126,0.391,0.337,0.251,0.561,0.623,0.351
26018,0.392,0.46259999999999996,0.693,0.801,0.275,0.976,0.765,0.156,0.181,0.854
17596,0.702,0.491,0.063,0.427,0.8,0.781,0.191,0.782,0.41,0.945
1643,0.77,0.7336,0.009,0.806,0.236,0.378,0.577,0.172,0.65,0.95
16277,0.805,0.183,0.308,0.637,0.777,0.097,0.995,0.706,0.004,0.961
34877,0.516,0.539,0.776,0.546,0.165,0.704,0.613,0.272,0.485,0.701
23584,0.164,0.135,0.059,0.352,0.872,0.241,0.146,0.858,0.648,0.879
19905,0.456,0.337,0.972,0.68,0.316,0.31,0.078,0.741,0.43,0.45
19987,0.932,0.4946,0.36,0.309,0.52,0.977,0.154,0.042,0.527,0.725
2487,0.888,0.885,0.384,0.596,0.856,0.969,0.143,0.678,0.873,0.316
15990,0.932,0.36300000000000004,0.553,0.406,0.401,0.356,0.379,0.543,0.278,0.219
28711,0.366,0.815,0.943,0.209,0.198,0.074,0.959,0.243,0.002,0.656
16128,0.38,0.143,0.187,0.46,0.19,0.044,0.871,0.093,0.605,0.956
39773,0.228,0.924,0.776,0.476,0.972,0.83,0.219,0.017,0.065,0.211
25013,0.882,0.3806,0.689,0.596,0.418,0.153,0.944,0.503,0.539,0.823
13068,0.177,0.121,0.036,0.986,0.033,0.05,0.761,0.345,0.92,0.67
7115,0.224,0.708,0.229,0.823,0.752,0.273,0.605,0.866,0.775,0.351
25896,0.985,0.844,0.603,0.126,0.79,0.251,0.578,0.851,0.715,0.733
34813,0.475,0.6802,0.276,0.05,0.246,0.888,0.018,0.586,0.432,0.555
12007,0.82,0.5438000000000001,0.56,0.177,0.564,0.59,0.615,0.806,0.432,0.802
9959,0.446,0.392,0.84,0.662,0.032,0.147,0.842,0.434,0.684,0.685
6059,0.943,0.268,0.796,0.019,0.873,0.794,0.908,0.997,0.254,1.0
39565,0.86,0.325,0.373,0.439,0.08,0.148,0.317,0.1,0.27,0.918
10158,0.108,0.4678,0.762,0.267,0.385,0.06,0.866,0.85,0.241,0.029
32899,0.792,0.6636,0.012,0.147,0.56,0.053,0.039,0.423,0.692,0.034
2478,0.887,0.861,0.185,0.901,0.957,0.492,0.809,0.907,0.5,0.162
3800,0.508,0.6746000000000001,0.878,0.136,0.446,0.316,0.668,0.365,0.789,0.754
24324,0.201,0.069,0.368,0.528,0.142,0.326,0.11,0.442,0.839,0.218
6900,0.853,0.777,0.816,0.219,0.752,0.491,0.923,0.467,0.357,0.992
40567,0.391,0.798,0.252,0.623,0.851,0.082,0.435,0.526,0.605,0.053
36994,0.551,0.638,0.407,0.02,0.185,0.934,0.582,0.97,0.522,0.314
29442,0.702,0.46180000000000004,0.761,0.34,0.262,0.024,0.048,0.358,0.912,0.657
18698,0.141,0.4241999999999999,0.389,0.619,0.444,0.939,0.701,0.1,0.64,0.309
25448,0.209,0.076,0.931,0.823,0.118,0.204,0.916,0.789,0.085,0.968
26891,0.047,0.449,0.132,0.302,0.869,0.146,0.042,0.862,0.262,0.049
7894,0.522,0.415,0.93,0.053,0.774,0.649,0.854,0.669,0.947,0.046
7648,0.144,0.462,0.455,0.03,0.162,0.405,0.266,0.891,0.353,0.147
39617,0.081,0.5708,0.588,0.946,0.689,0.321,0.067,0.503,0.572,0.161
11273,0.002,0.3646,0.674,0.961,0.706,0.702,0.923,0.861,0.385,0.079
38050,0.842,0.20600000000000002,0.484,0.213,0.407,0.379,0.156,0.406,0.182,0.239
35864,0.082,0.965,0.099,0.146,0.939,0.384,0.513,0.311,0.41,0.376
1983,0.367,0.47700000000000004,0.161,0.049,0.707,0.43,0.901,0.787,0.045,0.81
35992,0.915,0.5006,0.832,0.317,0.577,0.514,0.946,0.669,0.768,0.726
6167,0.738,0.81,0.422,0.924,0.754,0.244,0.564,0.173,0.16,0.85
28027,0.662,0.7088,0.642,0.07,0.265,0.658,0.326,0.934,0.715,0.117
40225,0.905,0.293,0.945,0.287,0.415,0.46,0.712,0.3,0.477,0.253
10348,0.286,0.6588,0.725,0.761,0.444,0.752,0.552,0.314,0.486,0.285
27260,0.684,0.369,0.238,0.635,0.926,0.811,0.377,0.666,0.501,0.494
25264,0.543,0.3662,0.111,0.893,0.407,0.192,0.365,0.341,0.559,0.075
8849,0.027,0.154,0.554,0.013,0.12,0.03,0.426,0.427,0.635,0.932
751,0.589,0.3788,0.985,0.62,0.628,0.514,0.927,0.249,0.379,0.491
10273,0.652,0.5995999999999999,0.091,0.828,0.269,0.497,0.457,0.252,0.896,0.607
27060,0.009,0.5962000000000001,0.311,0.667,0.539,0.8,0.418,0.587,0.281,0.443
24038,0.711,0.5392,0.756,0.956,0.504,0.791,0.032,0.607,0.989,0.04
39034,0.429,0.5884,0.7,0.368,0.665,0.024,0.359,0.443,0.671,0.923
35189,0.295,0.048,0.51,0.967,0.9,0.463,0.608,0.034,0.011,0.351
36966,0.006,0.5204000000000001,0.868,0.441,0.434,0.609,0.773,0.637,0.382,0.133
28394,0.388,0.419,0.169,0.388,0.843,0.018,0.04,0.829,0.188,0.313
12835,0.549,0.37679999999999997,0.781,0.457,0.636,0.139,0.303,0.017,0.854,0.15
34515,0.137,0.48440000000000005,0.128,0.286,0.61,0.468,0.216,0.767,0.557,0.863
11602,0.962,0.908,0.411,0.965,0.789,0.759,0.265,0.863,0.117,0.883
22539,0.732,0.125,0.708,0.023,0.825,0.382,0.038,0.442,0.065,0.154
29196,0.626,0.6412,0.595,0.414,0.351,0.549,0.291,0.236,0.871,0.946
28249,0.198,0.493,0.968,0.924,0.506,0.062,0.429,0.021,0.531,0.906
2086,0.303,0.112,0.505,0.002,0.21,0.646,0.496,0.033,0.605,0.682
31270,0.458,0.581,0.121,0.77,0.9,0.351,0.328,0.487,0.348,0.548
39245,0.197,0.937,0.736,0.57,0.845,0.487,0.764,0.43,0.886,0.516
11844,0.565,0.0,0.996,0.052,0.092,0.132,0.985,0.5,0.607,0.465
33212,0.764,0.5322,0.587,0.946,0.528,0.933,0.746,0.107,0.292,0.923
19186,0.603,0.47140000000000004,0.493,0.198,0.48,0.571,0.016,0.127,0.501,0.658
23442,0.953,0.5424,0.096,0.532,0.705,0.172,0.441,0.941,0.9,0.545
7931,0.95,0.5648,0.709,0.748,0.473,0.294,0.288,0.742,0.105,0.772
37531,0.49,0.603,0.467,0.965,0.457,0.377,0.607,0.211,0.102,0.006
34417,0.189,0.84,0.09,0.228,0.776,0.067,0.119,0.376,0.621,0.552
22842,0.547,0.578,0.719,0.322,0.254,0.38,0.422,0.531,0.862,0.633
12864,0.886,0.5214000000000001,0.329,0.373,0.273,0.672,0.361,0.734,0.354,0.271
22050,0.856,0.7333999999999999,0.479,0.553,0.573,0.987,0.967,0.094,0.565,0.97
2364,0.255,0.232,0.076,0.619,0.135,0.508,0.737,0.373,0.829,0.322
47,0.486,0.6874,0.168,0.944,0.56,0.945,0.334,0.015,0.62,0.99
2829,0.767,0.804,0.6,0.086,0.212,0.322,0.285,0.597,0.241,0.877
14718,0.387,0.789,0.395,0.434,0.857,0.864,0.575,0.649,0.292,0.628
29848,0.259,0.4908,0.311,0.561,0.469,0.052,0.897,0.504,0.272,0.825
15952,0.654,0.34659999999999996,0.474,0.382,0.308,0.589,0.744,0.458,0.156,0.533
36160,0.88,0.657,0.543,0.212,0.6,0.095,0.441,0.096,0.602,0.464
34076,0.574,0.517,0.474,0.008,0.566,0.677,0.359,0.78,0.609,0.446
35180,0.371,0.318,0.962,0.152,0.736,0.812,0.812,0.211,0.16,0.196
11452,0.076,0.929,0.896,0.918,0.203,0.748,0.086,0.052,0.39,0.499
40755,0.568,0.4828,0.143,0.192,0.306,0.121,0.274,0.989,0.638,0.502
31373,0.799,0.5352,0.829,0.438,0.464,0.288,0.445,0.474,0.822,0.677
15784,0.112,0.126,0.095,0.463,0.748,0.584,0.76,0.304,0.65,0.163
32768,0.18,0.193,0.59,0.113,0.994,0.431,0.015,0.247,0.94,0.166
11337,0.537,0.599,0.876,0.772,0.49,0.677,0.956,0.773,0.673,0.445
38799,0.65,0.4972,0.088,0.042,0.286,0.322,0.312,0.491,0.706,0.923
19673,0.019,0.5481999999999999,0.022,0.052,0.592,0.946,0.61,0.627,0.758,0.94
22343,0.943,0.1,0.096,0.466,0.002,0.04,0.94,0.289,0.983,0.496
14767,0.933,0.6689999999999999,0.138,0.638,0.428,0.728,0.094,0.852,0.677,0.757
21139,0.326,0.23740000000000006,0.465,0.701,0.441,0.881,0.068,0.662,0.718,0.516
6499,0.977,0.617,0.749,0.958,0.214,0.162,0.929,0.784,0.523,0.985
37536,0.099,0.5014000000000001,0.589,0.553,0.481,0.235,0.216,0.968,0.197,0.687
26055,0.975,0.88,0.661,0.617,0.856,0.635,0.314,0.768,0.352,0.085
34822,0.645,0.13,0.779,0.446,0.829,0.897,0.669,0.049,0.204,0.766
19035,0.078,0.145,0.515,0.75,0.04,0.824,0.79,0.09,0.749,0.877
8752,0.193,0.376,0.045,0.301,0.194,0.268,0.885,0.769,0.536,0.56
16183,0.334,0.943,0.458,0.21,0.168,0.001,0.873,0.386,0.467,0.908
21207,0.543,0.264,0.467,0.841,0.963,0.76,0.179,0.746,0.407,0.067
2446,0.741,0.411,0.281,0.021,0.018,0.395,0.364,0.937,0.285,0.886
22648,0.759,0.856,0.466,0.22,0.106,0.484,0.872,0.691,0.409,0.17
37632,0.606,0.52,0.508,0.652,0.789,0.135,0.699,0.012,0.649,0.63
27291,0.901,0.4513999999999999,0.525,0.857,0.221,0.708,0.253,0.209,0.026,0.759
35416,0.075,0.546,0.439,0.083,0.901,0.343,0.598,0.009,0.332,0.993
32992,0.501,0.507,0.655,0.205,0.924,0.972,0.42,0.868,0.438,0.198
29078,0.385,0.372,0.286,0.543,0.536,0.757,0.283,0.717,0.952,0.725
16802,0.29,0.277,0.13,0.211,0.86,0.879,0.716,0.22,0.703,0.919
11123,0.632,0.40099999999999997,0.714,0.617,0.413,0.694,0.059,0.379,0.092,0.863
17597,0.32,0.891,0.978,0.92,0.133,0.331,0.852,0.655,0.541,0.72
19929,0.483,0.505,0.352,0.246,0.109,0.338,0.527,0.133,0.03,0.376
22494,0.301,0.057,0.451,0.494,0.056,0.071,0.345,0.336,0.814,0.674
7160,0.715,0.7586,0.349,0.642,0.465,0.103,0.71,0.443,0.673,0.668
40043,0.908,0.776,0.296,0.16,0.743,0.603,0.899,0.973,0.39,0.006
33345,0.244,0.7258,0.947,0.063,0.461,0.749,0.064,0.175,0.946,0.342
11632,0.075,0.873,0.876,0.86,0.201,0.826,0.758,0.612,0.833,0.577
18883,0.669,0.59,0.151,0.984,0.198,0.835,0.655,0.811,0.626,0.597
33231,0.136,0.895,0.803,0.653,0.196,0.902,0.334,0.097,0.985,0.955
8098,0.765,0.895,0.619,0.882,0.866,0.356,0.083,0.544,0.244,0.947
10108,0.091,0.646,0.372,0.274,0.863,0.984,0.101,0.431,0.429,0.385
15636,0.695,0.5636,0.407,0.218,0.414,0.738,0.719,0.053,0.265,0.81
39236,0.991,0.815,0.435,0.666,0.214,0.602,0.17,0.082,0.655,0.97
12606,0.765,0.6345999999999999,0.448,0.166,0.689,0.978,0.074,0.716,0.918,0.861
36215,0.092,0.402,0.519,0.242,0.887,0.298,0.248,0.442,0.636,0.713
15464,0.906,0.734,0.808,0.781,0.829,0.719,0.801,0.064,0.674,0.765
2912,0.123,0.6678,0.572,0.62,0.715,0.705,0.38,0.966,0.892,0.068
30399,0.725,0.667,0.996,0.909,0.984,0.222,0.755,0.522,0.321,0.436
6369,0.473,0.4984,0.028,0.541,0.569,0.319,0.562,0.663,0.589,0.095
17422,0.512,0.518,0.267,0.154,0.193,0.394,0.888,0.457,0.004,0.422
1735,0.912,0.42160000000000003,0.74,0.007,0.226,0.574,0.613,0.592,0.857,0.301
25983,0.946,0.4958,0.148,0.957,0.68,0.15,0.823,0.374,0.272,0.326
17534,0.551,0.516,0.493,0.392,0.817,0.268,0.562,0.138,0.248,0.845
14227,0.371,0.6726,0.618,0.116,0.444,0.536,0.395,0.084,0.54,0.32
18939,0.591,0.066,0.069,0.42,0.035,0.476,0.473,0.174,0.078,0.858
14952,0.131,0.4678000000000001,0.107,0.122,0.267,0.151,0.321,0.019,0.24,0.019
14666,0.623,0.6626000000000001,0.717,0.06,0.565,0.204,0.221,0.491,0.987,0.619
7389,0.553,0.222,0.688,0.053,0.944,0.24,0.992,0.021,0.938,0.575
37654,0.793,0.49139999999999995,0.92,0.346,0.494,0.721,0.036,0.699,0.626,0.089
22120,0.463,0.3062,0.11,0.717,0.453,0.733,0.884,0.98,0.662,0.254
33182,0.302,0.994,0.792,0.062,0.195,0.82,0.392,0.316,0.911,0.689
36331,0.089,0.39519999999999994,0.973,0.958,0.56,0.049,0.407,0.036,0.769,0.586
35145,0.589,0.37,0.098,0.237,0.3,0.399,0.885,0.224,0.083,0.105
32142,0.72,0.6556,0.374,0.602,0.59,0.045,0.699,0.976,0.882,0.576
8883,0.305,0.354,0.979,0.233,0.868,0.93,0.67,0.213,0.062,0.935
38708,0.295,0.638,0.699,0.591,0.922,0.379,0.377,0.243,0.552,0.71
16070,0.155,0.349,0.51,0.776,0.188,0.059,0.039,0.771,0.313,0.679
15201,0.981,0.533,0.247,0.885,0.446,0.687,0.711,0.152,0.397,0.659
28819,0.88,0.987,0.398,0.209,0.752,0.125,0.073,0.627,0.178,0.014
13368,0.45,0.43499999999999994,0.702,0.688,0.562,0.823,0.663,0.003,0.913,0.858
35419,0.039,0.4328,0.524,0.295,0.408,0.575,0.118,0.406,0.041,0.074
8338,0.592,0.548,0.717,0.506,0.191,0.302,0.196,0.826,0.422,0.078
36820,0.248,0.595,0.656,0.214,0.331,0.394,0.002,0.541,0.765,0.113
16625,0.539,0.28019999999999995,0.779,0.408,0.519,0.464,0.07,0.638,0.447,0.85
33512,0.953,0.4338,0.949,0.342,0.289,0.994,0.221,0.97,0.824,0.474
11787,0.58,0.48319999999999996,0.221,0.638,0.273,0.365,0.163,0.333,0.65,0.457
26126,0.954,0.36700000000000005,0.468,0.895,0.71,0.448,0.969,0.78,0.551,0.552
8548,0.678,0.145,0.388,0.984,0.992,0.92,0.064,0.898,0.595,0.007
36440,0.209,0.4508,0.904,0.651,0.312,0.195,0.46,0.345,0.727,0.853
17338,0.47,0.24,0.719,0.75,0.884,0.305,0.958,0.028,0.04,0.582
18079,0.006,0.36560000000000004,0.962,0.644,0.347,0.494,0.551,0.919,0.211,0.64
1952,0.527,0.215,0.334,0.218,0.958,0.997,0.049,0.113,0.781,0.852
35031,0.106,0.704,0.292,0.262,0.119,0.575,0.008,0.132,0.685,0.484
17978,0.824,0.635,0.91,0.434,0.414,0.94,0.447,0.192,0.754,0.024
1984,0.843,0.556,0.861,0.095,0.972,0.441,0.818,0.247,0.282,0.407
34512,0.553,0.49779999999999996,0.691,0.309,0.4,0.163,0.675,0.012,0.353,0.802
15318,0.073,0.045,0.545,0.256,0.171,0.241,0.463,0.995,0.22,0.81
10872,0.638,0.764,0.612,0.259,0.1,0.557,0.841,0.108,0.498,0.589
17426,0.133,0.635,0.249,0.59,0.371,0.503,0.116,0.802,0.066,0.451
24751,0.404,0.35,0.029,0.922,0.747,0.691,0.746,0.642,0.548,0.091
33936,0.217,0.1992,0.55,0.242,0.419,0.634,0.805,0.361,0.465,0.312
1783,0.403,0.39740000000000003,0.162,0.092,0.405,0.562,0.031,0.946,0.365,0.537
62,0.67,0.4991999999999999,0.298,0.974,0.322,0.949,0.346,0.114,0.568,0.185
16384,0.122,0.662,0.989,0.777,0.791,0.741,0.354,0.111,0.945,0.45
27226,0.674,0.27759999999999996,0.645,0.486,0.7,0.402,0.869,0.501,0.76,0.521
35299,0.349,0.7922,0.484,0.188,0.357,0.548,0.319,0.172,0.422,0.14
3462,0.452,0.571,0.671,0.065,0.923,0.938,0.239,0.098,0.499,0.572
17760,0.881,0.396,0.067,0.035,0.9,0.866,0.544,0.713,0.543,0.506
15697,0.491,0.289,0.101,0.872,0.993,0.814,0.496,0.629,0.852,0.489
35810,0.937,0.175,0.121,0.142,0.163,0.321,0.19,0.966,0.148,0.32
18528,0.226,0.3458,0.858,0.737,0.298,0.997,0.044,0.125,0.659,0.18
5462,0.565,0.46959999999999996,0.855,0.161,0.326,0.839,0.583,0.486,0.881,0.742
5852,0.075,0.042,0.885,0.947,0.876,0.816,0.483,0.113,0.969,0.026
16308,0.482,0.45199999999999996,0.457,0.575,0.463,0.38,0.852,0.759,0.018,0.843
