,ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD
2270,-0.720093,12.570483,12.029866,11.573061,,-79465439.0
2012,-0.645686,9.981513,9.17492,9.007734,,-83867153.0
1453,-0.451006,9.125545,8.325548,8.312381,11.14581,-93288478.0
2745,-0.389639,8.869961,8.344267,7.948738,11.148852,-110435306.0
458,-0.74555,8.953769,7.876259,7.886457,10.942721,-83493073.0
2044,-0.687252,9.967026,9.169414,8.992806,,-82621663.0
78,-0.892566,9.475547,8.681011,8.260493,11.621242,-110836469.0
3016,-0.372347,11.698907,11.160556,10.627649,14.044185,-87993704.0
1056,-0.496306,7.403061,6.361302,6.342121,,-84051658.0
906,-0.591339,10.176754,9.569133,9.026297,,-96150180.0
2422,-0.715689,12.249319,11.600488,11.107585,,-85167580.0
3084,-0.665707,10.018155,9.375346,8.661986,,-105743583.0
2793,-0.663055,9.722805,9.024733,8.795582,,-79804515.0
380,-3.057045,9.679781,8.672657,6.159095,11.558692,-84787802.0
947,-0.359361,8.702676,8.138857,7.70886,10.953365,-101054785.0
1846,-0.542417,10.558206,10.009828,9.489637,,-73844432.0
2788,-0.64652,11.756891,11.432268,10.226259,,-77101909.0
715,-0.554521,9.213735,8.602637,8.260493,,-87402165.0
2320,-1.07354,10.983308,10.112857,9.760137,12.951034,-80382110.0
686,-0.613949,10.952752,10.273291,9.919115,,-85654440.0
2658,-0.852602,10.478358,9.547312,9.216621,12.520464,-94613766.0
1293,-0.298929,9.266815,8.675051,8.353026,11.469799,-95183316.0
305,-0.408912,9.039433,8.575273,8.092239,11.232126,-81296926.0
209,-0.848855,12.017119,11.228013,10.841951,14.210094,-118796611.0
1606,-0.307909,8.284504,7.726654,7.336937,10.510587,-104499894.0
2303,-0.898842,11.169435,10.416221,10.082679,13.28539,-78976174.0
3081,-0.391896,9.505395,8.838262,8.639942,11.605942,-89238252.0
3031,-0.382753,11.039941,10.450626,10.016102,13.313204,-88490804.0
885,-0.547106,8.17611,7.575585,7.198931,,-100424208.0
1830,-0.953075,14.190414,13.575357,12.51014,16.474203,-73839526.0
917,-0.531291,9.528067,8.962648,8.621914,,-95301327.0
1798,-0.549591,10.432467,9.826607,9.438113,,-75615045.0
2203,-0.44978,12.070259,11.718638,10.96806,14.630851,-123094570.0
191,-0.768406,13.345393,12.789645,12.259599,15.663282,-116191349.0
2812,-0.681397,9.053102,7.987864,8.166216,,-80363170.0
2114,-0.413086,8.377241,7.738488,7.54009,10.59122,-98996491.0
1265,-0.248031,9.423676,8.831566,8.626406,11.391887,-84610941.0
483,-0.917233,9.911902,8.912743,8.703175,11.897024,-84196432.0
915,-0.35064,7.766417,7.309212,6.831954,10.078071,-101808049.0
2692,-0.777025,9.450538,8.657303,8.471359,11.763606,-100916695.0
277,-0.471212,13.287317,12.811639,12.148438,,-73371027.0
988,-0.711594,9.200593,8.066208,8.203304,,-83964594.0
1572,-0.458094,9.095378,8.536996,8.078068,11.262693,-113083591.0
2046,-0.61323,10.422133,9.798238,9.379914,,-82421969.0
1949,-0.980223,10.703626,9.758173,9.420925,12.80288,-77919105.0
571,-0.498479,10.015789,9.21014,9.046998,,-89423973.0
1435,-0.574701,8.647168,7.25347,7.158514,,-90376311.0
993,-0.591757,8.765615,7.816417,7.727094,,-89185312.0
2527,-0.552837,11.446999,11.014555,10.484529,,-96577641.0
2991,-0.67076,10.751264,10.120372,9.600421,,-80617313.0
585,-0.469701,10.365963,9.566965,9.494466,,-88923398.0
3043,-0.400056,11.120964,10.509605,9.960388,13.33821,-91110152.0
2045,-0.550934,11.109114,10.462274,10.09889,,-80761686.0
3099,-0.581947,9.019664,8.528924,8.048788,,-104961471.0
1349,-0.372461,11.222226,10.471525,10.087266,13.340576,-94610041.0
1007,-0.639224,9.117677,8.283999,8.148735,,-85123011.0
674,-0.565775,10.057453,9.385805,9.116469,,-84977076.0
1825,-0.689964,12.102738,11.523796,10.920908,,-74306348.0
855,-0.492392,10.028577,9.488048,9.072916,,-98755422.0
447,-0.93307,8.967377,7.808323,7.826044,10.967215,-84002249.0
1537,-0.472074,11.4703,10.936263,10.527043,,-90674917.0
2784,-0.744577,9.211739,8.358197,8.269757,11.376143,-80013426.0
1746,-0.525691,11.028839,10.603536,10.005367,,-74917106.0
2344,-0.158145,7.96728,7.069023,7.040536,9.666435,-98358100.0
2772,-0.625527,8.383433,7.647309,7.415777,,-71720604.0
2471,-0.726707,11.555841,10.833089,10.577477,,-82299835.0
1850,-0.64576,10.231243,9.591581,9.177817,,-78228348.0
2768,-0.580884,9.942227,9.319105,8.859079,,-73142548.0
1247,-0.667879,10.251712,9.350798,8.978156,,-85322678.0
294,-0.506129,8.77075,7.856707,7.848934,,-85197404.0
588,-0.520414,9.391077,8.662332,8.433594,,-90386150.0
1281,-0.363223,9.737551,9.092457,8.730044,11.880848,-94000076.0
2092,-0.547948,9.672186,9.079662,8.696009,,-83303441.0
2328,-0.534547,9.838469,9.069468,8.550628,,-96793380.0
2258,-0.60175,9.406976,8.756682,8.459988,,-77899596.0
1620,-0.198789,6.475433,6.082219,5.389072,8.540128,-103715292.0
2338,-0.534268,8.059908,7.146772,6.828712,,-101184324.0
1417,-0.535573,9.816185,8.727778,8.788898,,-89946541.0
425,-0.772157,9.464983,8.438799,8.518592,11.512505,-85209002.0
534,-0.211497,8.5781,8.139149,7.694848,10.655799,-111810342.0
1054,-0.656927,8.890961,7.616776,7.899524,,-83826033.0
2009,-0.781588,10.675076,9.841453,9.384882,12.56768,-82046097.0
2595,-0.645261,9.490318,8.871786,8.580731,,-97834554.0
1543,-0.35648,8.203851,7.550661,7.32975,10.172178,-92517935.0
132,-0.583847,9.993694,9.181838,9.043459,,-92879263.0
2932,-0.536402,10.365112,9.950705,9.268798,,-122575880.0
2841,-1.069578,10.83058,9.789423,9.388235,12.788459,-80394412.0
421,-0.786083,11.634488,11.131577,10.671626,14.124865,-84025104.0
2755,-0.300381,7.145196,6.632002,6.212606,9.411157,-111238688.0
2115,-0.462377,8.306225,7.709308,7.471932,10.549229,-99750152.0
1703,-0.698228,8.462948,7.768956,7.303843,,-96550403.0
1368,-0.454714,8.594154,7.447168,7.650645,10.42996,-89187010.0
556,-0.191852,8.285009,7.918265,7.284821,10.520563,-115559597.0
2119,-0.347154,8.49964,8.05896,7.649693,10.741298,-97789295.0
1641,-0.386711,7.493317,7.033506,6.598509,9.691717,-102332034.0
2776,-0.525019,9.673697,9.117128,8.682877,,-72381605.0
570,-0.427336,9.318298,8.48694,8.4362,11.355839,-88488302.0
352,-0.544264,8.905037,8.174985,8.030084,,-84381252.0
91,-0.718605,9.618336,8.513787,8.683893,,-90421474.0
2202,-0.412508,9.646076,9.216322,8.633553,11.983685,-121163151.0
2941,-0.535321,9.968245,9.461177,8.994917,,-119746130.0
1170,-0.467418,12.959237,12.662316,11.806632,15.78159,-77204532.0
1610,-0.241162,8.419801,7.893572,7.46164,10.581521,-112233119.0
1285,-0.330103,9.935858,9.367088,9.025576,12.100573,-92680168.0
2325,-0.322118,9.542805,8.968141,8.543835,11.69643,-98278016.0
1587,-0.468659,9.370842,8.827321,8.417815,,-115409389.0
1565,-0.295672,8.676587,8.195334,7.751045,10.744861,-109021804.0
1640,-0.593757,9.654321,9.138952,8.704336,,-99814525.0
697,-0.560623,9.689428,9.008714,8.807771,,-85009125.0
2597,-0.85879,9.732818,8.864605,8.549467,11.576736,-95429180.0
348,-0.598607,9.638871,8.852093,8.698848,,-82993463.0
1689,-0.546484,9.117786,8.642592,8.161946,,-100479004.0
2891,-0.90112,9.411892,8.569596,7.862112,11.738698,-77487129.0
2519,-0.680954,8.757469,7.918265,7.602401,,-102256718.0
2250,-0.83906,10.850909,10.278803,9.811646,13.06042,-75336173.0
1137,-0.438639,9.088963,8.073091,8.207947,10.927161,-91453119.0
1938,-0.728454,8.89467,7.910957,7.889084,,-83492172.0
2186,-0.475126,10.653818,10.137215,9.68825,,-123561043.0
2936,-0.575178,9.857653,9.221972,8.635865,,-120675562.0
2920,-0.526193,11.227481,10.822534,10.177932,,-119501530.0
1339,-0.299434,8.20303,7.415175,7.277248,10.149019,-96096495.0
2580,-0.606873,8.312135,7.455298,7.415175,,-100692559.0
453,-0.90126,9.567735,8.451267,8.537976,11.553789,-84685011.0
913,-0.599703,10.33566,9.734181,9.423595,,-95741752.0
1199,-0.460865,9.229751,8.434898,8.388905,11.300215,-83752416.0
1274,-0.545981,12.208869,11.646818,10.813921,,-83841570.0
2011,-0.632797,11.007038,10.372585,10.015387,,-80987417.0
37,-0.625522,9.355566,8.344743,8.364508,,-88096415.0
974,-0.691108,10.973306,10.188102,9.881804,,-84379405.0
2869,-0.575174,8.935245,7.766417,7.840706,,-77258771.0
983,-0.583239,8.818334,7.871693,7.936303,,-88089747.0
1947,-1.08725,11.123344,10.321079,9.858333,13.154496,-78004614.0
2087,-0.654094,11.132002,10.455417,10.079498,,-84167334.0
1418,-0.623837,10.02818,9.290445,9.086363,,-89592464.0
1284,-0.369319,9.924809,9.225623,8.962776,12.103126,-94720980.0
1775,-0.157559,7.934513,6.943122,6.972606,9.568993,-104939782.0
39,-0.830988,9.906882,8.876545,8.959954,11.884054,-87310217.0
1486,-0.47856,8.924257,8.293299,8.045909,,-93981793.0
1925,-0.927415,11.107435,10.191782,9.77241,13.127836,-77376724.0
169,-0.502846,9.493412,9.063695,8.454679,,-117483183.0
1355,-0.349221,9.503308,8.890686,8.607765,11.688558,-92239468.0
737,-0.404075,8.523772,7.690743,7.624619,10.523177,-85027328.0
2653,-0.702146,9.477386,8.57414,8.580544,,-97725133.0
2797,-0.765432,10.362462,9.503085,9.403767,12.569569,-79091261.0
1564,-0.364572,7.719574,7.244942,6.787845,9.813125,-111495363.0
2836,-0.738524,9.066008,7.976252,8.082711,11.037081,-78241394.0
634,-0.413322,8.731821,7.814803,7.82764,10.630988,-89131179.0
2744,-0.393555,11.35932,10.957068,10.344802,13.731628,-112123475.0
2057,-0.592682,9.716375,8.956222,8.802823,,-82019038.0
1290,-0.486123,10.507749,9.804054,9.329633,,-96494530.0
1380,-0.7442,10.450394,9.723044,9.480902,12.668529,-89991991.0
579,-0.48708,13.046443,12.675204,12.011814,,-88085930.0
328,-0.582701,11.673666,11.145883,10.73757,,-82359737.0
2647,-0.685256,9.658354,8.710455,8.682877,,-99110186.0
892,-0.284293,7.41998,6.97073,6.522093,9.651366,-99898096.0
2706,-0.470368,7.001246,6.347389,5.968708,,-102066907.0
780,-0.484132,10.408255,9.893538,9.452973,,-91174917.0
159,-0.516065,11.613657,11.04273,10.500317,,-121596065.0
1674,-0.273756,6.426488,5.934894,5.451038,8.449557,-99447237.0
1835,-0.484648,11.572345,11.07394,10.537601,,-73867690.0
2410,-0.699801,9.19024,8.1277,8.265393,,-85833312.0
61,-0.686694,10.20474,9.313979,9.18881,,-85797597.0
849,-0.43818,8.806873,8.266421,7.895808,11.07815,-93265570.0
2209,-0.631797,11.918637,11.304806,10.894088,,-80352306.0
2994,-0.500114,8.879194,7.959625,7.890957,,-80007876.0
1739,-0.661453,12.449803,11.939362,11.345157,,-74669233.0
1596,-0.33156,8.215006,7.616284,7.226209,10.228754,-107923371.0
1043,-0.67075,9.013352,7.618742,7.995644,,-83258880.0
2586,-0.731751,10.501307,9.73879,9.524786,12.66414,-94370569.0
1544,-0.315439,8.277158,7.630947,7.380256,10.285377,-92148723.0
2067,-0.507028,9.554143,8.893984,8.678632,,-84577226.0
1749,-0.527575,12.791779,12.327936,11.677465,,-74154352.0
1070,-0.555202,8.909641,7.943783,7.892078,,-85173856.0
53,-0.573246,9.582938,8.577347,8.576028,,-88084083.0
2531,-0.726162,9.157361,8.238537,8.268988,,-98557533.0
258,-0.568101,9.650722,8.962392,8.636397,,-103711148.0
505,-0.83163,9.556975,8.650149,8.5035,11.630948,-81913264.0
752,-0.395104,8.848078,8.327726,7.920447,10.942721,-94466243.0
2095,-0.786817,9.133459,8.15823,8.055475,10.924679,-96046294.0
217,-0.263982,7.813592,7.348588,6.824374,9.920099,-107052349.0
824,-0.591479,9.554639,9.040026,8.52536,,-95149618.0
2153,-0.623386,10.294752,9.559306,9.340228,,-95748811.0
3104,-0.69987,9.030974,8.522778,8.03041,,-110546505.0
2359,-0.188184,7.643483,7.029088,6.72263,9.549808,-98622396.0
1389,-0.558381,9.58672,8.426612,8.513185,,-90088358.0
2593,-0.737633,9.835476,8.913416,8.880029,11.891122,-97131872.0
1266,-0.494436,11.943356,11.31312,10.94104,,-84052348.0
2554,-0.740648,10.622911,9.858386,9.601098,12.86452,-96793045.0
2124,-0.649791,9.265018,8.384347,8.36544,,-96256149.0
1598,-0.190603,7.465083,7.011214,6.493754,9.707351,-105635985.0
1607,-0.34225,10.214092,9.671051,9.239608,12.426765,-112657607.0
1770,-0.81852,10.515045,9.788301,9.514142,12.867543,-103415097.0
771,-0.348787,8.739056,8.175266,7.845416,10.807159,-93783863.0
2902,-1.097451,12.212879,11.343157,10.56036,14.305343,-76244943.0
2743,-0.141332,6.169611,5.762051,4.976734,8.37885,-109505044.0
2782,-0.761691,10.039503,8.998384,9.06797,12.00934,-75763999.0
1085,-0.568368,11.648339,10.883598,10.608168,,-93357749.0
2672,-0.963299,11.160612,10.427328,10.067008,13.399965,-101894774.0
2890,-0.748007,8.554296,7.487734,7.25347,10.770693,-76935967.0
1325,-0.313411,9.861936,9.080573,8.963672,11.85371,-94267570.0
2826,-0.565634,7.718685,6.920672,6.771936,,-79556297.0
1684,-0.391751,7.865955,7.367077,6.951772,9.987185,-101656066.0
2341,-0.242545,8.663888,7.982075,7.721349,10.577503,-97605347.0
1777,-0.599884,8.900413,8.242493,7.966587,,-103551586.0
2029,-0.528956,13.358411,12.787833,12.122696,,-83009799.0
1812,-0.611282,11.019416,10.392742,9.954941,,-76054296.0
1813,-1.121438,14.285152,13.504376,12.173343,16.367868,-73950611.0
1849,-0.575301,13.383408,12.940695,11.990407,,-73753992.0
1163,-0.750722,10.750428,10.181574,9.734122,13.204352,-77011636.0
963,-0.770479,10.327807,9.704366,9.292657,12.707036,-84729648.0
3004,-0.576618,8.961879,8.249836,8.053887,,-80879427.0
2866,-0.806021,10.016861,9.30665,9.081256,12.275146,-77650521.0
398,-0.732895,12.761066,12.284907,11.540949,15.221159,-84227007.0
584,-0.431192,9.314971,8.790421,8.333751,11.652348,-88224515.0
948,-0.389055,8.013674,7.399398,7.133296,10.201961,-99864767.0
704,-0.547749,12.78986,12.122468,11.68206,,-87378699.0
431,-0.838576,8.714075,7.628518,7.659643,10.675169,-83274287.0
292,-0.572197,12.230399,11.763279,11.195705,,-80701041.0
145,-0.424175,8.762959,7.752335,7.877776,10.413583,-92703260.0
323,-0.526697,11.984247,11.463525,11.02218,,-81921462.0
2188,-0.356485,8.569596,8.02388,7.591862,10.765407,-120385895.0
1165,-0.721641,11.296286,10.647613,10.196829,,-77396787.0
1452,-0.438379,9.363834,8.67778,8.438366,11.453749,-94339408.0
2,-0.617114,9.722205,8.753529,8.707648,,-85388993.0
576,-0.638059,10.959105,10.213872,9.549666,,-88769104.0
2528,-0.586645,8.110127,7.339538,7.219642,,-100269645.0
339,-0.536263,13.287571,12.789274,12.34483,,-82738949.0
1921,-0.982922,9.931638,9.003193,8.757469,11.919497,-76261902.0
2309,-0.843224,11.481744,10.840953,10.502269,13.786187,-81270402.0
925,-0.540934,9.264165,8.757941,8.346879,,-96333887.0
265,-0.48076,8.361942,7.859799,7.260523,,-108199107.0
376,-1.001571,10.581749,9.583351,9.495294,12.636715,-85079029.0
2008,-0.580572,11.188815,10.592526,10.206698,,-80755929.0
1463,-0.471112,8.240913,7.292337,7.328437,,-90965826.0
271,-0.324609,7.767687,7.234177,6.795706,9.868482,-102352967.0
696,-0.644494,9.77968,9.096612,8.748305,,-87120484.0
3079,-0.311769,12.155695,11.768474,11.144091,14.763017,-88306396.0
244,-0.233615,7.288928,6.837333,6.265301,9.432764,-102740735.0
2913,-0.693714,10.420762,9.482807,9.287857,,-76638147.0
476,-0.891123,10.108141,9.486456,9.165761,12.465949,-84026565.0
2517,-0.461641,8.448486,7.835975,7.549609,10.78529,-101354862.0
2348,-0.294137,8.726643,8.102889,7.790282,10.75509,-96771809.0
1993,-0.239561,7.621685,6.687109,6.725034,9.540723,-100340990.0
1808,-0.526071,10.63205,10.084683,9.598117,,-78194557.0
2629,-0.572121,8.879333,7.970049,8.036897,,-95999974.0
2883,-0.739978,8.249314,7.466799,7.201171,10.334978,-79825532.0
3057,-0.272933,10.737179,10.329768,9.690542,13.378086,-87501558.0
1164,-0.769011,10.032892,9.072801,8.952864,12.154058,-76081477.0
2372,-0.415439,11.264349,10.750793,10.170342,13.578001,-96785900.0
250,-0.381995,8.153062,7.625595,7.203406,10.296981,-103523258.0
413,-0.78919,9.298351,8.151045,8.32288,11.230072,-83227670.0
545,-0.215422,7.750184,7.26543,6.790097,9.721666,-114129623.0
1193,-0.523334,13.060726,12.453811,11.811859,,-71911696.0
738,-0.659836,11.448536,10.72672,10.09926,,-86893666.0
310,-0.40289,8.905173,8.19561,7.971086,10.869806,-85242231.0
2575,-0.746433,11.098637,10.41697,10.091294,13.341732,-96676295.0
893,-0.469264,9.00036,8.546169,8.136811,,-95797903.0
1131,-0.479014,9.605755,8.659907,8.718827,,-92377575.0
1449,-0.462135,9.840867,9.186048,8.920389,12.058651,-91842752.0
3009,-0.396265,8.133881,7.293698,7.234177,10.059422,-81384729.0
15,-0.701915,10.204851,9.460321,9.190036,,-85989130.0
2530,-0.655969,10.182141,9.528649,9.204523,,-98283519.0
721,-0.361122,9.516795,8.672828,8.628198,11.648749,-86643691.0
1420,-0.575036,10.101354,9.296059,9.111183,,-90399979.0
2940,-0.50579,10.033638,9.520029,9.118335,,-123184950.0
981,-0.761501,9.582938,8.080856,8.462315,11.279732,-83709327.0
2926,-0.574675,9.646787,9.150272,8.687611,,-119694857.0
1539,-0.50182,9.248695,8.39231,8.334712,,-90185377.0
2622,-0.680363,8.265136,7.353082,7.373374,,-99743207.0
1550,-0.25889,8.631057,7.898782,7.766841,10.564602,-93112313.0
2509,-0.725395,10.079749,9.336709,9.094368,,-98998381.0
363,-1.001785,9.312446,8.303752,8.250098,11.306246,-83219755.0
982,-0.369834,8.801469,7.440734,7.842671,10.343,-85134674.0
182,-0.874601,12.245894,11.648714,10.835534,14.593402,-121310622.0
985,-0.669828,11.0024,10.309153,9.971053,,-87087538.0
2356,-0.273881,8.826441,8.032685,7.946618,10.710298,-97747586.0
1194,-0.35218,8.881697,8.239065,8.087025,10.815389,-83272880.0
2189,-0.473578,12.214467,11.73178,11.063352,,-122876059.0
1807,-0.601513,10.578343,9.902887,9.583695,,-74423782.0
1121,-0.258297,8.745444,7.732808,7.817625,10.6566,-90709862.0
187,-0.43916,9.446282,9.06068,8.39976,11.686038,-120834136.0
619,-0.425674,9.237177,8.683724,8.276649,11.573522,-89342303.0
1742,-0.689142,11.434261,10.629586,10.303806,,-75132998.0
1175,-0.603646,9.882672,9.219994,8.806124,,-76178594.0
1182,-0.594738,12.742148,11.91913,11.473061,,-71090895.0
2470,-0.648935,8.756053,7.716906,7.865572,,-87837981.0
2282,-0.823029,9.421249,8.318986,8.288032,11.271389,-81050881.0
614,-0.601831,11.406131,10.760792,10.198245,,-88845335.0
1513,-0.397895,9.069353,8.322394,8.1898,11.116068,-92583655.0
1466,-0.451254,8.963032,8.290042,8.062748,11.095924,-92959910.0
401,-0.916809,11.106039,10.324334,9.78002,13.309757,-84215784.0
994,-0.660641,8.101375,7.083388,7.081709,,-84862061.0
934,-0.412577,8.81031,8.281218,7.948385,11.101628,-98766350.0
371,-0.921128,9.436519,8.27614,8.286017,11.372916,-81999393.0
2058,-0.515509,10.153662,9.485621,9.194617,,-84629032.0
2247,-0.86934,10.496151,9.895909,9.529884,12.646081,-78566323.0
593,-0.417172,8.770905,8.118803,7.858641,11.010382,-90926393.0
2054,-0.525446,12.262803,11.656749,11.221128,,-80772601.0
726,-0.605625,9.977063,9.346007,8.910586,,-86843561.0
826,-0.511212,9.755567,9.156834,8.732788,,-96216082.0
3071,-0.387346,11.178725,10.599605,10.140534,13.521954,-87663102.0
687,-0.444418,9.998207,9.319105,9.161675,12.117312,-86965961.0
2297,-0.790282,9.542231,8.508758,8.487764,11.441075,-81125623.0
136,-0.70737,9.832153,8.730529,8.699515,,-90663212.0
2538,-0.726787,8.666303,7.683864,7.570959,,-101297568.0
628,-0.535706,10.381087,9.799903,9.338734,,-89319793.0
334,-0.793349,9.527266,8.676246,8.499436,11.61734,-80889832.0
390,-0.800583,10.188065,9.595671,9.24242,12.507491,-82261233.0
2495,-0.696855,9.773436,8.895082,8.82129,,-97311543.0
1109,-0.624195,10.049404,9.101864,9.071997,,-91799735.0
1873,-0.330048,8.503905,7.597898,7.668094,10.353097,-83755775.0
2949,-0.559223,12.413501,11.953256,11.363114,,-117402999.0
710,-0.26493,8.926916,8.204945,8.016648,10.987866,-86801821.0
1039,-0.664328,9.513699,8.702843,8.529122,,-84876374.0
2034,-0.74604,10.298835,9.635347,9.33415,12.435421,-81495979.0
1995,-0.199687,6.672033,6.047372,5.811141,8.650149,-103457908.0
2688,-0.637489,8.97866,8.014336,8.165932,,-95162686.0
1561,-0.349754,8.669227,8.174703,7.565275,10.787338,-112895693.0
2855,-0.73244,10.128429,9.203618,9.127937,12.231268,-80713855.0
1594,-0.396982,9.128479,8.695507,8.165364,11.349194,-110520919.0
2948,-0.559375,12.379101,11.939154,11.367229,,-121713679.0
3049,-0.372753,10.234481,9.635739,9.318477,12.335121,-88001038.0
1112,-0.694256,11.458818,10.721967,10.369012,,-92155649.0
465,-0.927447,9.478075,8.54403,8.326033,11.534775,-83827738.0
1560,-0.672876,12.720838,11.790012,11.294956,,-90244299.0
1223,-0.574303,10.285479,9.704061,9.347229,,-84593611.0
2078,-0.60488,10.659328,10.038586,9.64924,,-83125553.0
3072,-0.348202,9.450066,8.649624,8.51198,11.583505,-90504533.0
2497,-0.79205,9.770585,8.824825,8.551401,11.851923,-97740424.0
1508,-0.355592,8.59545,7.696213,7.734996,10.554145,-91918500.0
1909,-0.743833,9.43867,8.339979,8.37609,11.271898,-82711605.0
1104,-0.572265,10.908119,9.861363,9.839109,,-90399013.0
660,-0.489904,9.880731,9.275191,8.963416,,-84935843.0
338,-0.578561,11.968697,11.290919,11.146445,,-82438570.0
215,-0.539411,9.021598,8.359135,7.86442,,-105784847.0
1615,-0.309334,6.903747,6.246107,5.963579,8.887929,-104247312.0
1341,-0.323697,9.57748,8.912339,8.656433,11.719419,-94955440.0
2606,-0.476498,7.068172,6.326149,5.981414,,-104134891.0
3078,-0.353718,10.937597,10.422579,9.919066,13.377948,-88230896.0
1592,-0.477628,10.929063,10.447932,9.742144,,-113925449.0
1980,-0.311855,8.775858,8.023225,7.848543,11.104897,-101816965.0
2748,-0.462071,8.57998,8.048469,7.668094,10.887904,-109559034.0
2614,-0.410303,8.94455,8.385261,8.006368,11.236632,-98703562.0
816,-0.599042,9.152181,8.576028,8.13798,,-95618292.0
1067,-0.598506,8.378391,7.507141,7.421776,,-85338936.0
2785,-0.472938,8.689296,7.611842,7.712444,,-77977328.0
274,-0.310107,8.251403,7.684784,7.302496,10.326105,-103200802.0
2329,-0.386942,10.185013,9.605082,9.097284,12.34042,-98352618.0
865,-0.488822,9.157361,8.643297,8.16451,,-97655909.0
101,-0.761875,9.467537,8.498826,8.379998,11.513375,-91259304.0
1501,-0.499401,8.973478,8.320205,8.0047,,-91726316.0
2360,-0.106231,6.929517,6.388561,6.075346,8.931288,-100685817.0
171,-0.952015,10.805314,10.025749,9.531409,12.973518,-119814766.0
107,-0.545106,9.11603,8.326275,8.208492,,-92423425.0
2015,-0.655728,10.066966,9.443038,9.071653,,-83768165.0
1521,-0.341758,9.011157,8.093157,8.098947,11.090172,-91859163.0
3093,-0.399518,8.45404,8.029107,7.441907,10.892173,-106587406.0
2284,-1.039435,10.761641,10.040419,9.458528,13.013871,-80693583.0
2895,-0.749638,9.720706,8.916908,8.563504,11.928776,-77298425.0
1902,-0.90082,10.822933,9.89182,9.741027,12.833043,-78365188.0
2117,-0.625042,9.917883,9.096051,8.99999,,-97310735.0
2989,-0.507882,8.947546,8.16962,8.049427,,-78260773.0
2993,-0.507513,8.652772,7.893572,7.646831,,-81162542.0
2426,-0.824593,10.337184,9.422221,9.37907,12.332423,-82948661.0
2668,-0.67194,10.361925,9.674074,9.434683,,-97805805.0
1897,-0.999649,9.709114,8.69467,8.53287,11.62503,-76983549.0
295,-0.439679,10.803751,10.322757,9.980911,12.997249,-81954072.0
712,-0.749506,11.26531,10.488158,9.858752,13.341727,-86523274.0
72,-0.627021,8.865029,8.29355,7.365813,,-109232988.0
1524,-0.422444,9.36999,8.349721,8.466742,11.375684,-89829108.0
2355,-0.317834,9.178334,8.781402,8.155075,11.538847,-99986777.0
2654,-0.751375,11.347284,10.761217,10.417777,13.852934,-95501898.0
2987,-0.740763,10.974489,10.158324,9.741145,13.091038,-80051298.0
481,-0.846999,9.655667,8.633019,8.648923,11.696979,-83293956.0
2754,-0.165019,6.742881,6.335054,5.934894,8.780019,-112129709.0
1530,-1.353229,10.32417,9.370842,8.648748,12.242038,-92208876.0
2646,-1.430472,9.812304,8.441823,8.497399,11.485904,-100320605.0
1514,-0.430827,8.854808,8.184793,7.937732,10.899458,-91998418.0
3064,-0.372101,9.430921,8.800114,8.444192,11.524202,-90426645.0
1762,-0.850512,10.24899,9.643226,9.151439,12.431282,-103345985.0
1490,-0.495826,8.919587,8.15651,7.931285,,-92695140.0
1171,-0.885892,13.061439,12.559771,11.720752,15.56127,-76849126.0
2540,-0.980219,8.382061,7.663408,7.380879,10.441033,-102593764.0
1971,-0.239053,7.921536,7.303843,6.98749,9.974598,-98231555.0
2633,-0.618422,8.812099,7.891331,7.857094,,-98126619.0
2159,-0.661503,9.88624,9.123365,8.912339,,-96608146.0
2298,-0.786337,11.220217,10.355582,10.126751,13.319181,-79707319.0
2357,-0.167054,7.27448,6.742881,6.369901,9.176887,-99482159.0
405,-0.807929,9.397815,8.444838,8.466742,11.507149,-81343480.0
757,-0.442356,9.714262,9.16178,8.78309,11.998242,-92066456.0
2602,-0.360697,6.867974,6.190315,5.924256,9.182249,-100980244.0
2266,-0.808857,10.742098,10.14148,9.756552,12.973269,-79762997.0
2211,-0.776706,12.360882,11.654399,11.324859,14.646,-75927702.0
97,-0.671597,10.136502,9.322061,9.183072,,-94246370.0
1333,-0.374145,9.285541,8.654343,8.318742,11.458374,-96035563.0
2475,-0.719491,9.392662,8.43988,8.459352,,-82427883.0
743,-0.592663,11.340451,10.691945,10.265767,,-87390270.0
806,-0.39541,9.631613,9.069583,8.637462,11.872382,-94196696.0
2868,-0.403691,8.348538,7.229839,7.301148,10.414633,-76890536.0
2219,-0.729878,11.390215,10.620034,9.978502,,-77818493.0
2590,-0.697072,8.181441,7.367709,7.138867,,-100280445.0
1535,-0.445672,8.532082,7.509883,7.651596,10.423709,-90971207.0
2834,-0.632959,10.560748,10.124068,9.510889,,-77636626.0
2185,-0.495252,8.958411,8.421343,7.883446,,-121171493.0
2429,-0.641656,9.962464,9.060563,9.027138,,-88298902.0
148,-0.532808,9.299358,8.559869,8.448272,,-91481513.0
1912,-0.542102,9.285633,8.28778,8.378621,,-82164023.0
2129,-0.442878,9.20974,8.604288,8.306966,11.522004,-97943210.0
2051,-0.597178,12.140478,11.530854,11.104325,,-82154196.0
1315,-0.292296,7.893199,7.244942,7.037906,9.877092,-94903814.0
692,-0.562496,10.524064,9.85692,9.577827,,-85396942.0
818,-0.490561,9.063,8.484257,8.108021,,-95953364.0
1728,-0.345272,9.95123,9.564161,9.061608,12.133464,-71210551.0
